,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
8831,0.49,1975,0.0183,['Ted Nugent'],0.484,503067,0.711,0,2f0P7iELCvAlV8j6Z3rGDE,0.173,2,0.0941,-7.784,1,Stranglehold,3,1975,0.0331,148.189
136240,0.403,1978,0.6920000000000001,['Keith Green'],0.622,202102,0.361,0,23XR3AsOr0slg2fr3sjaXO,0.0,10,0.111,-14.322,1,Make My Life A Prayer To You,1,1978,0.0351,118.176
170513,0.515,2014,0.614,['alt-J'],0.5429999999999999,216004,0.7070000000000001,0,6BVBkKpZK09NmifUMZqj1z,0.0414,2,0.118,-7.636,1,Every Other Freckle,3,2014-09-22,0.07,143.915
45312,0.147,1947,0.988,['Chittoor V. Nagaiah'],0.426,147427,0.199,0,0ZS6tDGhirI7t7coZB6RAF,1.66e-05,1,0.0782,-8.206,1,Evari Nirmanamo,0,1947-12-31,0.037,107.299
73522,0.8390000000000001,1968,0.455,['The Rolling Stones'],0.519,140147,0.63,0,2t95lca5RT63G2J988AorQ,0.3670000000000001,4,0.168,-7.518,0,Parachute Woman - 50th Anniversary Edition,2,1968-12-06,0.0647,114.416
20450,0.445,1971,0.906,['Little Feat'],0.6409999999999999,143351,0.245,0,2Gka4zZmMOz4Gpdt6AIcSz,0.0,7,0.0682,-10.916,1,Willin',1,1971,0.0288,83.82700000000001
102530,0.5670000000000001,2004,0.405,['Franco De Vita'],0.607,238160,0.629,0,66iygyOSvvoQQsKJ1vEXfT,0.0,11,0.203,-5.931,1,Tú de Qué Vas,3,2004-04-28,0.0316,80.11
36820,0.897,1973,0.38,['Elton John'],0.688,234667,0.477,0,1BvJmtaXsqtH438BcDPeBb,4.93e-05,0,0.0864,-11.945,1,Daniel,3,1973-01-22,0.029,132.071
108413,0.127,1956,0.478,"['Victor P. Young', 'Frank Sinatra']",0.198,255133,0.248,0,085SezlMBDhIII9H4X4HHU,0.276,6,0.119,-14.140999999999998,0,White - Remastered,0,1956,0.0303,92.036
135413,0.97,2009,0.308,['Los Titanes De Durango'],0.609,154587,0.967,0,0CcFhIRRW468bAlAwD9FFs,0.0,10,0.0915,-3.139,1,El Enamorado,3,2009-01-01,0.0434,109.589
167515,0.6729999999999999,1998,0.00524,"['DJ Quik', 'Suga Free', 'Mausberg', 'AMG']",0.925,283093,0.517,1,5DLcLA3lBamObS9Ae5esuq,0.0008,7,0.0672,-5.061,1,"Down, Down, Down - Club Mix",2,1998-11-23,0.176,106.992
164299,0.425,2003,0.344,['JAY-Z'],0.449,172600,0.96,0,0BaDo31puylWi3mAdRSCJO,1.67e-05,1,0.484,-1.123,1,Public Service Announcement (Interlude),2,2003-11-14,0.634,177.547
11366,0.614,1998,0.0142,['Fat Pat'],0.912,252693,0.456,1,1OGkB06pBNqk4UKUIadR4X,2.4e-06,7,0.111,-7.6110000000000015,1,Tops Drop,2,1998-03-03,0.131,93.222
154977,0.262,1959,0.8270000000000001,['Connie Francis'],0.184,182773,0.186,0,749rYfcAHLg9lPI170aTpu,0.0,10,0.406,-13.528,1,The First Noel,1,1959-11-01,0.0327,81.902
23880,0.86,1982,0.6990000000000001,['Roxy Music'],0.759,256840,0.563,0,7iWIdiJlKvJ4PjFYVrWLUU,0.619,0,0.144,-8.642999999999999,1,Avalon - Remastered,3,1982-05-01,0.0338,136.67
59167,0.15,2014,0.47,['King Lil G'],0.7490000000000001,227987,0.517,1,4bTGlV7bSXNS43W5p8IxYo,0.0,11,0.136,-11.502,1,AK47,3,2014-05-27,0.295,119.901
88135,0.745,1969,0.922,['Dario Moreno'],0.364,184712,0.475,0,0xB6SieaX28Ij7tbQYhOZX,0.21,7,0.66,-10.168,0,Her Akşam,1,1969-09-01,0.0499,106.769
41744,0.215,1991,3.86e-05,['Soundgarden'],0.476,416200,0.731,0,5OItvMnlXm5OugNhUQwxgS,0.00213,0,0.305,-6.053,1,Slaves & Bulldozers,2,1991-10-08,0.0336,130.981
63787,0.638,1959,0.14,['Charles Mingus'],0.423,374467,0.631,0,7xVQAPZbbXdR3P4dv9gVqV,5.379999999999999e-05,5,0.237,-12.55,0,Slop,1,1959,0.053,98.194
54853,0.138,2010,0.000532,['Bassnectar'],0.512,362143,0.895,0,2O2gPss8XE08fsodduWsvt,0.0905,0,0.0615,-4.223,1,Timestretch,2,2010-03-30,0.0411,139.92
151426,0.7929999999999999,1991,0.0495,['Alan Jackson'],0.6409999999999999,171067,0.637,0,3oyByfBYegVEDwYyqx9pRd,0.000138,7,0.267,-10.92,1,Don't Rock the Jukebox,3,1991-04-03,0.0262,147.502
94583,0.883,1962,0.529,['Johnny Pacheco'],0.77,153608,0.654,0,5LCpO7pp92DHmXzCLtJnnj,0.0,7,0.0648,-6.5829999999999975,1,Acuyuye,2,1962-01-01,0.0613,114.043
73233,0.313,1977,0.389,['The Babys'],0.523,243920,0.93,0,3pyoAvbBO4kDKkh999Miyj,0.000134,0,0.815,-6.994,1,Isn't It Time,3,1977-09-03,0.104,117.265
119671,0.7290000000000001,1979,0.212,['Brainstorm'],0.589,251733,0.5379999999999999,0,1r69KR1iUoLfoN4Z44Okca,0.0,4,0.7909999999999999,-12.369000000000002,1,You Put A Charge In My Life,2,1979,0.0362,144.685
162310,0.373,1989,0.00403,['Tesla'],0.474,225307,0.858,0,0icUgGISCP8AKiH4stuwEX,4.55e-06,4,0.176,-8.562000000000001,0,Lady Luck,1,1989-01-01,0.0544,129.57299999999998
60339,0.305,1942,0.994,"['Frédéric Chopin', 'Oscar Levant']",0.495,114827,0.252,0,6GCuVTrgC61AdUo9F6brlv,0.8590000000000001,1,0.158,-15.33,0,"Etude No. 4 in C-Sharp Minor, Op. 10, No. 4 (Remastered)",0,1942,0.026,88.35600000000002
27181,0.706,2014,0.177,['Vulfpeck'],0.6779999999999999,199640,0.392,0,39rHfrVqCX6A55GF7uOZSC,0.0045,0,0.0839,-11.328,1,1612,3,2014-08-26,0.274,171.274
80437,0.4920000000000001,1992,0.0051,['Los Temerarios'],0.596,284160,0.483,0,4NRx5wkOT1mB1OTHFMMlYZ,1.39e-05,2,0.101,-13.692,1,Mi Vida Eres Tú (Mix),1,1992-06-01,0.0384,105.94
105679,0.298,1986,0.251,['Bruce Springsteen'],0.3,697933,0.382,0,31UJsGtQSom5H0cNCdPD8u,0.000109,9,0.98,-15.643,1,"The River - Live at LA Coliseum, Los Angeles, CA - September 1985",2,1986-11-10,0.0415,117.81
164158,0.502,2001,0.0031,['ohGr'],0.486,264467,0.843,0,6noN8UnXb6TCrxRStrNGWJ,1.84e-06,0,0.529,-6.756,1,Water,2,2001-02-11,0.0682,176.077
100767,0.0799,2015,0.994,['Beautiful Chorus'],0.106,379737,0.00541,0,0pV7ZNlSXRtleKtlKgnUlF,0.952,11,0.129,-34.765,1,Faith's Hymn,3,2015-06-14,0.0414,92.154
113855,0.935,2009,0.000175,"[""Circus DJ's""]",0.911,253451,0.735,0,6q08ixr5SZRfcELAb4tTRP,0.000999,9,0.087,-6.38,1,Cotton Eyed Joe,3,2009-07-04,0.0569,132.57299999999998
168080,0.608,2002,0.00212,['Good Charlotte'],0.6629999999999999,183493,0.72,0,65mxB9IWpmVo4qUjdGSxRB,0.0,3,0.358,-5.497000000000001,1,Girls & Boys,3,2002-10-04,0.0331,135.342
126530,0.725,1956,0.642,['Miles Davis Sextet'],0.428,250858,0.365,0,7koPNOlqaE7IdVGONBqayv,4.35e-06,5,0.0932,-11.541,1,Dear Old Stockholm,1,1956,0.0314,127.533
74460,0.624,1976,0.021,['David Bowie'],0.519,376907,0.902,0,0tIGiKkTb1US3apjAhW1SG,0.000742,2,0.294,-9.962,1,Stay - 2016 Remaster,2,1976-01-23,0.051,119.083
95604,0.92,1946,0.948,['Eddie Condon'],0.458,178295,0.428,0,5xOYOEeC5h3HVqHIZJiBq8,0.6759999999999999,8,0.109,-12.772,0,Impromtu Ensemble No. 1,0,1946-01-01,0.247,206.348
99010,0.642,1945,0.83,"['Doris Day', 'John Raitt']",0.447,197827,0.563,0,5AyFkD4rDlnTS0Mm1864Vc,0.0,1,0.398,-10.669,1,There Once Was a Man,0,1945,0.197,165.87400000000005
131495,0.295,1975,0.5589999999999999,['Led Zeppelin'],0.545,394921,0.416,0,6M5m8gfTj3rhYEPDzLmdL4,0.00496,2,0.0369,-11.979,1,Ten Years Gone - Remaster,2,1975-02-24,0.0433,76.872
1582,0.777,1963,0.482,['The Dillards'],0.4270000000000001,130693,0.612,0,3oYpOQLjfdQLjBMQ3RYajE,0.000233,9,0.1689999999999999,-12.779000000000002,1,Old Home Place,1,1963,0.032,125.545
70010,0.815,2007,0.168,"['Timbaland', 'Justin Timberlake', 'Nelly Furtado']",0.975,234027,0.711,1,0wbDgMuAoy7O7pL3a69uZx,0.000552,8,0.0799,-3.904,1,Give It To Me,3,2007-01-01,0.0632,110.621
82446,0.0848,1975,0.838,['Paul Simon'],0.46,194400,0.215,0,5KdKLwyLupG1a71ZqcguzT,2e-06,9,0.32,-13.465,1,Some Folks' Lives Roll Easy,2,1975-10-25,0.0302,110.384
128606,0.514,1996,0.097,['Mägo de Oz'],0.5720000000000001,322456,0.354,0,54cOr1NEOJD9LIFCbwGaH7,5.97e-06,2,0.173,-16.249000000000002,0,El Cantar de la Luna Oscura,3,1996-04-01,0.0309,120.005
66436,0.456,1930,0.983,['Carlos Gardel'],0.7170000000000001,146253,0.153,0,1HZiHEA6MVMCSzEE2VlV4j,0.00992,5,0.114,-13.439,0,Aquel tapado de armino,0,1930-08-18,0.144,127.816
17681,0.936,1978,0.00305,['Poco'],0.6659999999999999,226493,0.563,0,6mQzB4dX84af6ZZNdomZ3j,0.000438,3,0.0473,-14.63,0,Little Darlin',1,1978-01-01,0.0291,120.532
74933,0.201,1945,0.991,"['Gustav Mahler', 'Desi Halban']",0.352,149453,0.105,0,4D5lVndav2jiBbMsUwWAGY,3.4e-05,8,0.0655,-20.485,1,Lieder und Gesänge aus der Jugendzeit: I. Erinnerung,0,1945,0.0432,98.522
67199,0.556,1967,0.31,['Tom Jones'],0.41,160182,0.637,0,1MEbV33yXmnN0cGMogtSX5,0.0,8,0.965,-8.475,1,Thunderball - Live,2,1967-06-01,0.0499,97.471
85562,0.588,1931,0.474,['Zofia Dromlewiczowa'],0.721,126200,0.238,0,4UnMfVxTKhcy5QBErqI4UT,0.0,9,0.105,-20.479,0,Chapter 2.7 - Dziewczynka z Luna Parku: Część 2,0,1931,0.954,80.673
9961,0.24,1986,0.966,['Mohammadreza Shajarian'],0.298,193907,0.109,0,3aopq6wuhJDhNhaoqbuM2p,0.000266,4,0.245,-14.751,1,Edameye Avaz Va Ney 4,2,1986-04-05,0.0459,87.105
161103,0.16,2018,0.312,['Lucy Dacus'],0.48,391829,0.31,0,2AF5Kzxb4pz7j79Ity84pP,1.47e-05,9,0.113,-7.887,1,Night Shift,3,2018-03-02,0.0258,86.149
87930,0.474,2007,0.6609999999999999,['J. Holiday'],0.728,220053,0.4370000000000001,0,6xlEwLvtwDXR3bfLPxnjv9,0.0,0,0.0917,-8.357000000000001,1,Suffocate,2,2007-01-01,0.175,123.017
114175,0.0867,1988,0.8640000000000001,"['Antonio Vivaldi', 'Capella Istropolitana', 'Jozef Kopelman']",0.406,264200,0.248,0,5f9KHFwZBbnkWoHNnUXVuu,0.56,7,0.157,-15.132,0,"Concerto Grosso in G Minor, Op. 3, No. 2, RV 578: I. Adagio e spiccato - Allegro",2,1988-10-15,0.0389,105.382
24407,0.547,1997,0.825,"['David Tomlinson', 'Dick Van Dyke', 'The Londoners']",0.441,113947,0.142,0,3BHxMGVE3tN2dZsVU1l487,0.0,5,0.128,-17.750999999999994,1,"Let's Go Fly a Kite - From ""Mary Poppins""/Soundtrack Version",2,1997-01-01,0.0415,145.55200000000005
108995,0.613,1977,0.843,['Billy Joel'],0.384,129240,0.374,0,4adKhxS40S3YGVt31EQfqe,2.26e-05,10,0.92,-14.36,1,"Souvenir - Live at Carnegie Hall, New York, NY - June 1977",1,1977,0.0497,83.721
96901,0.0695,2017,0.0158,['guardin'],0.4,174743,0.6809999999999999,0,20HB3FzjaKennmHRcpDvtz,0.0,0,0.0627,-5.931,1,Demons in My Orbit,3,2017-07-04,0.218,180.107
46805,0.6679999999999999,1940,0.281,['Эрнест Хемингуэй'],0.723,100300,0.117,1,4WL4SD5yYW6wLMOCpgbqT9,0.0,2,0.464,-18.613,1,Часть 134.2 - По ком звонит колокол,0,1940,0.931,115.628
163359,0.743,1993,0.0518,['8Ball & MJG'],0.883,270293,0.563,1,4n3i8iYdTpOHUTf3BmGmaF,0.01,1,0.0961,-11.518,1,Comin' Out Hard,2,1993,0.253,86.90700000000002
25206,0.938,2010,0.0928,['Jesse McCartney'],0.769,188560,0.8240000000000001,0,56LMxFFL4FacadvviKDAh9,0.0,6,0.0275,-2.778,1,Shake,2,2010-09-12,0.0621,150.02
62038,0.922,2010,0.121,['Zac Brown Band'],0.633,201547,0.696,0,1m5jykWigz2T4I7GkFS3Ah,0.0,7,0.0667,-6.364,1,Settle Me Down,2,2010-09-20,0.0683,169.855
97383,0.508,1971,0.375,['Curtis Mayfield'],0.537,236640,0.5529999999999999,0,5WMc8KgAnYqBblosYAKgc8,0.0,1,0.0624,-7.522,0,Love to Keep You in My Mind,1,1971,0.0277,99.498
108268,0.397,1978,0.918,['Jimmy Buffett'],0.545,244440,0.0444,0,4AXEoQ2gIKZ5hFN3nelxMB,0.000187,7,0.0926,-20.072,1,African Friend,1,1978-01-01,0.0352,94.014
18235,0.672,1988,0.454,['Wilfrido Vargas'],0.363,259814,0.614,0,1nx8LYdtn1P2in90MGnTNv,3.82e-06,5,0.638,-12.522,1,Volvere,2,1988-01-01,0.0407,140.158
46285,0.7340000000000001,2019,0.0323,['Maggie Rogers'],0.479,200347,0.667,0,4L9l5x0WuzNtyEBeqzvgPE,0.0,8,0.306,-5.428999999999999,1,Overnight,3,2019-01-18,0.177,177.958
164322,0.391,1931,0.728,['Эрих Мария Ремарк'],0.716,134800,0.135,1,6B38lcKmtEfkr8KyHoRnOa,0.0,6,0.122,-17.875,1,Часть 10.2 - Обратный путь,0,1931,0.955,129.906
106733,0.0709,1953,0.984,"['Franz Schubert', 'Elisabeth Schwarzkopf', 'Edwin Fischer']",0.321,289373,0.119,0,1HdjJkMja8uFuibHDRcdkY,0.0433,5,0.11,-14.72,0,"Schubert: 2 Lieder, Op. 43: No. 1, Die junge Nonne, D. 828",0,1953-01-01,0.0448,71.952
112741,0.523,1972,0.574,['José Alfredo Jimenez'],0.384,187533,0.221,0,2fOMo9uU7jVGWicPDKKLeJ,0.0,7,0.5379999999999999,-11.731,1,El Hijo del Pueblo,1,1972,0.0372,88.948
90321,0.29,2000,0.0298,['At The Drive In'],0.305,207160,0.994,0,3S59EdH9sqkEewzw9ucbna,0.0,7,0.352,-2.593,1,Sleepwalk Capsules,2,2000,0.199,163.02100000000004
159358,0.635,1975,0.209,['Willie Nelson'],0.611,170773,0.7490000000000001,0,7xxteSv1IsRH2gh2H6mmBU,0.00113,2,0.115,-8.135,1,Midnight Rider,1,1975,0.067,96.579
28443,0.8740000000000001,1949,0.919,"['Shamshad Begum', 'C. Ramchandra']",0.628,213813,0.327,0,2wEOgdbgeWVaHaxKx9IQSZ,0.00505,5,0.357,-11.821,0,Maar Gayo Re,0,1949-12-31,0.288,182.255
160064,0.557,1945,0.995,"['Modest Mussorgsky', 'William Kapell']",0.333,51573,0.00661,0,5HMkPuenmBEBaKlUrEzf7V,0.8170000000000001,8,0.116,-36.784,1,Pictures at an Exhibition: Promenade II,0,1945,0.0505,88.306
70063,0.867,1963,0.825,['Martha Reeves & The Vandellas'],0.633,149533,0.623,0,06A3LftPuFRjKBq0HId5VK,0.0,3,0.0593,-7.206,1,A Love Like Yours (Don't Come Knocking Everyday),1,1963,0.0288,98.15
158064,0.294,1987,0.0309,['Siouxsie and the Banshees'],0.457,309307,0.93,0,6EZDbjz2X5XzgIZCtbsrXh,6.27e-05,2,0.135,-4.544,0,The Passenger,3,1987-03-02,0.0673,139.819
70173,0.89,1926,0.931,['Louis Armstrong & His Hot Five'],0.74,183960,0.319,0,43QRJNdGe4GaO0ucHHQnmS,0.8690000000000001,8,0.0507,-8.707,1,Struttin' with Some Barbecue - 78 rpm Version,1,1926,0.119,95.699
147231,0.103,1969,0.0071099999999999,['King Crimson'],0.286,526823,0.319,0,4rEle6gif1VERA41tjOTIq,0.00897,4,0.0855,-12.932,0,Epitaph,3,1969-10-10,0.032,129.89600000000002
125859,0.102,1939,0.937,"['Franz Schubert', 'Sir John Barbirolli', 'New York Philharmonic']",0.561,71013,0.135,0,0auipKBjkPc8NOcd57tLWz,0.887,2,0.526,-13.754,1,"5 Deutsche Tänze mit 7 Trios und einer Coda, D. 89: No 3, Deutscher Tanz - Trio in D Major",0,1939,0.0444,74.944
34048,0.853,1954,0.736,['Betty Hutton'],0.735,185933,0.47,0,0Ezop1d9dq4qfzI6ZtDeqe,0.0,5,0.0401,-9.012,1,"I've Had Enough - From The TV Musical ""Satins And Spurs""",0,1954-09-20,0.176,131.506
156779,0.47,1999,0.0582,['DMX'],0.73,260427,0.921,1,3pL4Er2Dezj7MJ5yp25aMl,0.0,4,0.0939,-4.928,0,One More Road To Cross,2,1999-12-21,0.0936,94.284
63508,0.5379999999999999,1975,0.379,['War'],0.415,402467,0.588,0,0IaauiCNWwnqtGr3CHLT7A,0.00205,7,0.116,-10.634,0,Leroy's Latin Lament Medley: A) Lonnie Dreams; B) The Way We Feel; C) La Fiesta; D) Lament,1,1975-01-01,0.0403,96.585
10041,0.28,2018,0.191,['Rascal Flatts'],0.467,214219,0.701,0,7Lr4XaxGpkAwa37IVgg22k,0.0,4,0.0769,-4.997,1,Back To Life,3,2018-09-28,0.0302,132.041
110799,0.4920000000000001,2019,0.142,['AJR'],0.629,250839,0.583,0,61vlvG3pr4djrXPtHPdXII,0.0,2,0.118,-6.274,1,Don't Throw Out My Legos,3,2019-04-26,0.0415,147.036
55715,0.388,1963,0.96,['Jim Reeves'],0.511,175600,0.108,0,61wMuxjH0laqPB5YwTVMHN,0.0219,6,0.109,-18.132,1,Silver Bells,2,1963-11-01,0.0375,80.316
94837,0.652,1926,0.971,['Jelly Roll Morton & His Red Hot Peppers'],0.626,171317,0.339,0,5GlG4k90gvYdEFdMPBWHmz,0.179,8,0.174,-7.751,1,Cannon Ball Blues (Take 1),0,1926,0.0504,136.708
167961,0.904,1976,0.412,['John Sebastian'],0.745,170893,0.373,0,2pS6zWWQCpO0IVEBIbzJh8,8.88e-05,4,0.158,-13.002,0,"Welcome Back (Theme from Welcome Back, Kotter)",2,1976-01-01,0.0325,111.297
9452,0.1639999999999999,1953,0.6970000000000001,"['Maurice Greene', 'Flor Peeters']",0.123,243147,0.123,0,19WzqFrV3xJe6ohYF8iS95,0.792,0,0.211,-13.779000000000002,1,Introduction and Trumpet Tune,0,1953-05-08,0.0399,80.083
105229,0.737,2009,0.00119,['GS Boyz'],0.7240000000000001,222800,0.748,0,51ttEPT6uBo9Uydycd4rdI,0.0,2,0.354,-5.109,1,Stanky Legg,2,2009-01-01,0.0517,154.555
134793,0.679,2017,0.767,['Nohidea'],0.894,69818,0.203,0,3b8REPBdYQfaZvblfMuwc5,0.00527,7,0.115,-17.607,0,happy hour,3,2017-08-06,0.124,82.446
141149,0.0,1951,0.865,['Robert Frost'],0.0,40597,0.126,0,17QvO9yXtMraioiHQx57Wn,0.0,5,0.306,-25.94400000000001,0,The Peaceful Shepherd,0,1951,0.0,0.0
99155,0.0357,1993,0.954,"['Nora Mercz', 'Nikolai Rimsky-Korsakov', 'Janos Balint']",0.116,212000,0.0127,0,5WpGVggkaT3phJEwrVG3EC,0.95,5,0.0969,-31.623,1,Sadko: Hindu Song (arr. N. Mercz): Hindu Song from the Opera 'Sadko',3,1993-11-26,0.0638,65.44
41613,0.662,2004,0.0122,['Britney Spears'],0.7509999999999999,213893,0.937,0,2TxLSV0AqZTYQQL9QCX0D4,0.0,10,0.0639,-4.436,0,My Prerogative,2,2004,0.108,111.029
151744,0.631,1985,0.113,['Stevie Ray Vaughan'],0.59,167773,0.6559999999999999,0,221wgBBRPtKIBgpjGvMWUD,0.0,1,0.0301,-15.922,1,Lookin' out the Window,2,1985-09-30,0.0631,108.64
57409,0.926,1966,0.5489999999999999,['The Temptations'],0.763,156173,0.6559999999999999,0,4CoGNqLap7UGU5Q3VdKug0,0.0,0,0.125,-6.86,1,Ain't Too Proud To Beg,3,1966,0.0417,118.394
136177,0.665,1948,0.918,['Harry Gold & His Pieces Of Eight'],0.5479999999999999,163880,0.392,0,4pG4S2TwnnZbOlZey92cJY,0.691,7,0.295,-11.967,0,Black and Blue,0,1948,0.0634,99.897
90878,0.778,1946,0.992,"['Tani', 'Chacha']",0.573,213402,0.0933,0,5BDLPe8tK5WAAcA3OvxnzP,7.23e-05,9,0.198,-12.907,1,Jhum Jhum Kar Aai Jawani,0,1946-12-31,0.234,141.315
19026,0.659,2008,0.0448,['Jennifer Hudson'],0.7070000000000001,250107,0.7240000000000001,0,02QQXgeAghpU4smdM7l7We,0.0,11,0.072,-3.887,0,Spotlight,3,2008-09-30,0.051,108.984
54441,0.604,2011,0.000707,"['Lil Wayne', 'Cory Gunz']",0.365,248587,0.7509999999999999,1,6BCs8vxnGgKL9eMCOrG2wm,0.0,2,0.318,-5.428999999999999,1,6 Foot 7 Foot,3,2011-01-01,0.304,79.119
168247,0.235,1942,0.959,['Orchestra Studio 7'],0.462,302002,0.0904,0,2UWLiQG2HgPG9yHu87OMKi,0.8590000000000001,5,0.129,-18.18,0,Caruso - Instrument and base Version,0,1942-11-13,0.049,76.815
110245,0.6890000000000001,1954,0.91,"['Wolfgang Amadeus Mozart', 'James Pease', 'Sir Georg Solti', 'Royal Philharmonic Orchestra']",0.513,84053,0.475,0,0AmAd0nIm8U5Y0OwUNqgpy,0.9,5,0.8390000000000001,-15.488,1,"Don Giovanni, K. 527 Act 1 Scene 15: ""Fin ch'han dal vino""",0,1954,0.365,131.482
163699,0.272,2011,0.000177,['Lil Wayne'],0.644,240307,0.6609999999999999,0,1ZOROX1KhC9xipkXFCxeDf,5.23e-06,11,0.108,-6.093,1,How To Love,3,2011-01-01,0.0418,153.99200000000005
127484,0.529,1950,0.48,['Эрнест Хемингуэй'],0.701,96200,0.28,1,0EnrUVDrR7jnKecF50qst6,0.0,2,0.315,-16.979,0,"Часть 44.4 & Часть 45.1 - За рекой, в тени деревьев",0,1950,0.755,106.517
60220,0.828,1933,0.779,"['Billie Holiday', 'Teddy Wilson']",0.799,176027,0.4920000000000001,0,0uWaNJQHQty3YkfLtiJSpT,0.000108,7,0.154,-10.942,1,What a Little Moonlight Can Do (with Teddy Wilson & His Orchestra),1,1933,0.0549,134.571
72975,0.0371,1953,0.971,"['Richard Wagner', 'Josef Greindl', 'Philharmonia Orchestra', 'Wilhelm Furtwängler']",0.222,200987,0.232,0,1i4G0kKMNGd3xkGnfy3k8i,0.124,5,0.4920000000000001,-15.042,0,"Wagner: Tristan und Isolde, WWV 90, Act 3 Scene 1: ""Nein! Ach nein! So heisst sie nicht!"" (Tristan)",0,1953,0.0387,127.248
71580,0.419,1976,0.688,['Nino Bravo'],0.258,272800,0.522,0,5IU4JO2cpa0wPK8oQWFfCr,0.0,9,0.0703,-9.859,1,Un Beso Y Una Flor,3,1976-01-01,0.0316,167.582
53998,0.291,2016,0.0338,['The Amity Affliction'],0.511,229760,0.8759999999999999,1,4NHuyxiG4Cl2wfqWIzT1hL,0.0,11,0.645,-4.287,0,All Fucked Up,3,2016-08-12,0.0337,142.056
101944,0.203,1960,0.932,['Ahmad Jamal'],0.597,167693,0.126,0,086RZ0U22i29HR5bj0sWSB,0.922,0,0.17,-20.31,1,For All We Know,1,1960-01-07,0.0359,79.611
425,0.557,1959,0.967,"['George Frideric Handel', 'Eugene Ormandy', 'Philadelphia Orchestra']",0.489,183067,0.228,0,33365UfI6Jlk36cW04Sg9N,0.00323,2,0.176,-18.836,1,Sing Unto God from Judas Maccabaeus - Voice,0,1959,0.0266,94.28
2966,0.153,2019,0.0404,"['Roddy Ricch', 'Ty Dolla $ign']",0.7829999999999999,172320,0.524,1,6In6SkveIw26thdYRhHTVX,0.0,1,0.087,-6.827999999999999,1,Bacc Seat (feat. Ty Dolla $ign),3,2019-12-06,0.115,144.989
4366,0.916,1951,0.413,"['Lester Flatt', 'Earl Scruggs']",0.627,116533,0.52,0,1dTGaQhVkA8UqTwjOLZyg8,0.0,5,0.359,-12.237,1,Wait For the Sunshine,0,1951,0.0494,124.936
80794,0.619,2006,0.522,"['John Mayer', 'Ben Harper']",0.544,171667,0.624,0,1BiJWoCw1xoYcZ76EO3IKV,3.13e-06,2,0.376,-6.593,1,Waiting On the World to Change (feat. Ben Harper),3,2006-12-12,0.0954,175.321
149245,0.655,2006,0.0942,['Avant'],0.828,240320,0.6,0,3g6SuyjGaGyAXmjvdNI1IU,0.0,10,0.126,-5.428999999999999,1,4 Minutes,2,2006-01-01,0.162,119.969
43411,0.507,1993,0.0897,['Meshell Ndegeocello'],0.767,308187,0.328,0,2R4gp8sppwatyDq48Xsu9q,0.000723,11,0.0644,-14.023,0,Outside Your Door,2,1993-10-15,0.0375,137.16
151994,0.8809999999999999,1936,0.8420000000000001,['Count Basie'],0.715,191040,0.494,0,4hXrhL21CExsi0XEAXiKK8,0.476,7,0.119,-6.884,1,9:20 Special,0,1936,0.0507,97.422
10130,0.132,1971,0.838,['David Crosby'],0.39,226160,0.132,0,0qexU8674Ii6vaeFolN6Gb,0.0,2,0.0789,-17.136,1,Traction in the Rain,1,1971-02-22,0.0334,96.718
17487,0.9,1972,0.034,['Cymande'],0.544,245040,0.586,0,16dtMfQPRaRiS4H9qq3A3M,0.00104,11,0.0801,-9.884,1,Mighty Heavy Load,2,1972,0.0441,133.909
14313,0.7879999999999999,1940,0.995,['Elî Merdan'],0.5479999999999999,154331,0.7120000000000001,0,36bmKLNRAusMYBf1otvMC5,0.916,1,0.32,-3.857,0,Ketane Û Ketane,0,1940-05-14,0.0359,132.332
16264,0.5529999999999999,1956,0.942,['Dean Martin'],0.484,173600,0.215,0,4sRwDJ4BQqoff1c8z01Paw,0.00107,1,0.211,-14.227,1,Simpatico,0,1956,0.0319,117.204
47727,0.8440000000000001,1978,0.184,['Molly Hatchet'],0.5920000000000001,198093,0.7,0,4Qt4C8wHxu4TSjrUivLy3O,3.3799999999999995e-05,4,0.142,-11.300999999999998,0,The Creeper - Bonus Track,2,1978,0.0362,135.447
8258,0.251,2005,0.4920000000000001,['Hale'],0.5579999999999999,291358,0.5529999999999999,0,0HZ3OUVrGHxttD2EuHqRm3,0.0,4,0.116,-6.669,1,The Day You Said Goodnight,3,2005,0.0323,134.263
107838,0.364,2003,6.93e-06,['Yellowcard'],0.357,202093,0.959,0,63IIUzd6eJBfCGIcF8MFnJ,3.91e-05,2,0.0825,-4.081,0,Way Away,3,2003-01-01,0.113,179.644
62540,0.6629999999999999,1938,0.949,['Cristian Vasile'],0.5539999999999999,195370,0.254,0,5JZbbB1GrRKBVWWJxmkqqL,6.17e-05,10,0.314,-12.788,1,Mâine,0,1938-01-01,0.0488,107.074
13511,0.385,1949,0.71,"['Lehman Engel', 'Lanning', 'The Michaels']",0.531,246133,0.232,0,1B4qSI5QZ3w1vrymo3TDQd,0.0,6,0.148,-13.882,1,Bosom Buddies (from Mame) - Voice,0,1949,0.0544,110.177
